instancia, numero_vertices, numero_aresta, classe, algoritimo, parametro, interacao, tempo_execucao(ms), melhor_solucao,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,214, 77106.637000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,215, 77457.198000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,216, 77791.094000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,217, 78193.592000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,218, 78563.965000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,219, 78869.729000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,220, 79304.999000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,221, 79648.051000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,222, 80047.911000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,223, 80434.229000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,224, 80823.848000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,225, 81135.521000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,226, 81433.549000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,227, 81702.786000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,228, 82071.827000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,229, 82441.638000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,230, 82741.468000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,231, 83142.573000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,232, 83462.928000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,233, 83808.686000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,234, 84215.968000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,235, 84494.051000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,236, 84791.008000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,237, 85176.094000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,238, 85637.011000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,239, 86010.554000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,240, 86290.019000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,241, 86583.130000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,242, 86935.404000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,243, 87226.389000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,244, 87517.712000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,245, 87893.557000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,246, 88283.415000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,247, 88628.324000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,248, 89053.743000,2390,,,,,,
